period,lat,lon,parking,d
30,37.53265,126.915001,3,
31,37.53265,126.915001,2.5,
32,37.53265,126.915001,2,
33,37.53265,126.915001,1.5,
34,37.53265,126.915001,1,
35,37.53265,126.915001,0.5,
36,37.53265,126.915001,0,
37,37.52613,126.915001,0,
38,37.52001,126.915001,12.5,
39,37.52001,126.915001,12,
40,37.52001,126.904101,11.5,
41,37.52001,126.893151,11,
42,37.52001,126.893151,10.5,
43,37.52001,126.893151,10,
44,37.52001,126.893151,9.5,
45,37.52001,126.893151,9,
46,37.52001,126.893151,8.5,
47,37.52001,126.893151,8,
48,37.52001,126.893151,7.5,
1,37.52001,126.893151,7,
2,37.52001,126.893151,6.5,
3,37.52001,126.893151,6,
4,37.52001,126.893151,5.5,
5,37.52001,126.893151,5,
6,37.52001,126.893151,4.5,
7,37.52001,126.893151,4,
8,37.52001,126.893151,3.5,
9,37.52001,126.893151,3,
10,37.52001,126.893151,2.5,
11,37.52001,126.893151,2,
12,37.52001,126.893151,1.5,
13,37.52001,126.893151,1,
14,37.52001,126.893151,0.5,
15,37.52001,126.893151,0,
16,37.52723,126.904041,0,
17,37.53195,126.914841,4.5,
18,37.53195,126.914841,4,
19,37.53195,126.914841,3.5,
20,37.53195,126.914841,3,
21,37.53195,126.914841,2.5,
22,37.53195,126.914841,2,
23,37.53195,126.914841,1.5,
24,37.53195,126.914841,1,
25,37.53195,126.914841,0.5,
26,37.53195,126.914841,0,
27,37.533823,126.917638,0,
28,37.53195,126.914841,4,
29,37.53195,126.914841,3.5,
30,37.53195,126.914841,3,
31,37.53195,126.914841,2.5,
32,37.53195,126.914841,2,
33,37.53195,126.914841,1.5,
34,37.53195,126.914841,1,
35,37.53195,126.914841,0.5,
36,37.53195,126.914841,0,
37,37.52743,126.914841,0,
38,37.52081,126.914841,12.5,
39,37.52081,126.914841,12,
40,37.52081,126.904111,11.5,
41,37.52081,126.893041,11,
42,37.52081,126.893041,10.5,
43,37.52081,126.893041,10,
44,37.52081,126.893041,9.5,
45,37.52081,126.893041,9,
46,37.52081,126.893041,8.5,
47,37.52081,126.893041,8,
48,37.52081,126.893041,7.5,
1,37.52081,126.893041,7,
2,37.52081,126.893041,6.5,
3,37.52081,126.893041,6,
4,37.52081,126.893041,5.5,
5,37.52081,126.893041,5,
6,37.52081,126.893041,4.5,
7,37.52081,126.893041,4,
8,37.52081,126.893041,3.5,
9,37.52081,126.893041,3,
10,37.52081,126.893041,2.5,
11,37.52081,126.893041,2,
12,37.52081,126.893041,1.5,
13,37.52081,126.893041,1,
14,37.52081,126.893041,0.5,
15,37.52081,126.893041,0,
16,37.52733,126.904051,0,
17,37.53255,126.914911,5,
18,37.53255,126.914911,4.5,
19,37.53255,126.914911,4,
20,37.53255,126.914911,3.5,
21,37.53255,126.914911,3,
22,37.53255,126.914911,2.5,
23,37.53255,126.914911,2,
24,37.53255,126.914911,1.5,
25,37.53255,126.914911,1,
26,37.53255,126.914911,0.5,
27,37.53255,126.914911,0,
28,37.505949,126.910622,0,
29,37.53255,126.914911,3.5,
30,37.53255,126.914911,3,
31,37.53255,126.914911,2.5,
32,37.53255,126.914911,2,
33,37.53255,126.914911,1.5,
34,37.53255,126.914911,1,
35,37.53255,126.914911,0.5,
36,37.53255,126.914911,0,
37,37.52703,126.914911,0,
38,37.52041,126.914911,12.5,
39,37.52041,126.914911,12,
40,37.52041,126.903941,11.5,
41,37.52041,126.893141,11,
42,37.52041,126.893141,10.5,
43,37.52041,126.893141,10,
44,37.52041,126.893141,9.5,
45,37.52041,126.893141,9,
46,37.52041,126.893141,8.5,
47,37.52041,126.893141,8,
48,37.52041,126.893141,7.5,
1,37.52041,126.893141,7,
2,37.52041,126.893141,6.5,
3,37.52041,126.893141,6,
4,37.52041,126.893141,5.5,
5,37.52041,126.893141,5,
6,37.52041,126.893141,4.5,
7,37.52041,126.893141,4,
8,37.52041,126.893141,3.5,
9,37.52041,126.893141,3,
10,37.52041,126.893141,2.5,
11,37.52041,126.893141,2,
12,37.52041,126.893141,1.5,
13,37.52041,126.893141,1,
14,37.52041,126.893141,0.5,
15,37.52041,126.893141,0,
16,37.52633,126.903971,0,
17,37.53255,126.914901,9.5,
18,37.53255,126.914901,9,
19,37.53255,126.914901,8.5,
20,37.53255,126.914901,8,
21,37.53255,126.914901,7.5,
22,37.53255,126.914901,7,
23,37.53255,126.914901,6.5,
24,37.53255,126.914901,6,
25,37.53255,126.914901,5.5,
26,37.53255,126.914901,5,
27,37.53255,126.914901,4.5,
28,37.53255,126.914901,4,
29,37.53255,126.914901,3.5,
30,37.53255,126.914901,3,
31,37.53255,126.914901,2.5,
32,37.53255,126.914901,2,
33,37.53255,126.914901,1.5,
34,37.53255,126.914901,1,
35,37.53255,126.914901,0.5,
36,37.53255,126.914901,0,
37,37.52593,126.914901,0,
38,37.52161,126.914901,1.5,
39,37.52161,126.914901,1,
40,37.52161,126.904031,0.5,
41,37.52161,126.893161,0,
42,37.510426,126.910278,0,
43,37.52161,126.893161,10,
44,37.52161,126.893161,9.5,
45,37.52161,126.893161,9,
46,37.52161,126.893161,8.5,
47,37.52161,126.893161,8,
48,37.52161,126.893161,7.5,
1,37.52161,126.893161,7,
2,37.52161,126.893161,6.5,
3,37.52161,126.893161,6,
4,37.52161,126.893161,5.5,
5,37.52161,126.893161,5,
6,37.52161,126.893161,4.5,
7,37.52161,126.893161,4,
8,37.52161,126.893161,3.5,
9,37.52161,126.893161,3,
10,37.52161,126.893161,2.5,
11,37.52161,126.893161,2,
12,37.52161,126.893161,1.5,
13,37.52161,126.893161,1,
14,37.52161,126.893161,0.5,
15,37.52161,126.893161,0,
16,37.505225,126.921952,0,
17,37.53285,126.914961,9.5,
18,37.53285,126.914961,9,
19,37.53285,126.914961,8.5,
20,37.53285,126.914961,8,
21,37.53285,126.914961,7.5,
22,37.53285,126.914961,7,
23,37.53285,126.914961,6.5,
24,37.53285,126.914961,6,
25,37.53285,126.914961,5.5,
26,37.53285,126.914961,5,
27,37.53285,126.914961,4.5,
28,37.53285,126.914961,4,
29,37.53285,126.914961,3.5,
30,37.53285,126.914961,3,
31,37.53285,126.914961,2.5,
32,37.53285,126.914961,2,
33,37.53285,126.914961,1.5,
34,37.53285,126.914961,1,
35,37.53285,126.914961,0.5,
36,37.53285,126.914961,0,
37,37.52563,126.914961,0,
38,37.52161,126.914961,12.5,
39,37.52161,126.914961,12,
40,37.52161,126.904081,11.5,
41,37.52161,126.893181,11,
42,37.52161,126.893181,10.5,
43,37.52161,126.893181,10,
44,37.52161,126.893181,9.5,
45,37.52161,126.893181,9,
46,37.52161,126.893181,8.5,
47,37.52161,126.893181,8,
48,37.52161,126.893181,7.5,
1,37.52161,126.893181,7,
2,37.52161,126.893181,6.5,
3,37.52161,126.893181,6,
4,37.52161,126.893181,5.5,
5,37.52161,126.893181,5,
6,37.52161,126.893181,4.5,
7,37.52161,126.893181,4,
8,37.52161,126.893181,3.5,
9,37.52161,126.893181,3,
10,37.52161,126.893181,2.5,
11,37.52161,126.893181,2,
12,37.52161,126.893181,1.5,
13,37.52161,126.893181,1,
14,37.52161,126.893181,0.5,
15,37.52161,126.893181,0,
16,37.52553,126.904011,0,
17,37.53095,126.914971,4.5,
18,37.53095,126.914971,4,
19,37.53095,126.914971,3.5,
20,37.53095,126.914971,3,
21,37.53095,126.914971,2.5,
22,37.53095,126.914971,2,
23,37.53095,126.914971,1.5,
24,37.53095,126.914971,1,
25,37.53095,126.914971,0.5,
26,37.53095,126.914971,0,
27,37.5255,126.886289,0,
28,37.517527,126.894958,0,
29,37.53095,126.914971,3.5,
30,37.53095,126.914971,3,
31,37.53095,126.914971,2.5,
32,37.53095,126.914971,2,
33,37.53095,126.914971,1.5,
34,37.53095,126.914971,1,
35,37.53095,126.914971,0.5,
36,37.53095,126.914971,0,
37,37.52653,126.914971,0,
38,37.52081,126.914971,9,
39,37.52081,126.914971,8.5,
40,37.52081,126.903931,8,
41,37.52081,126.893231,7.5,
42,37.52081,126.893231,7,
43,37.52081,126.893231,6.5,
44,37.52081,126.893231,6,
45,37.52081,126.893231,5.5,
46,37.52081,126.893231,5,
47,37.52081,126.893231,4.5,
48,37.52081,126.893231,4,
1,37.52081,126.893231,3.5,
2,37.52081,126.893231,3,
3,37.52081,126.893231,2.5,
4,37.52081,126.893231,2,
5,37.52081,126.893231,1.5,
6,37.52081,126.893231,1,
7,37.52081,126.893231,0.5,
8,37.52081,126.893231,0,
9,37.515288,126.910475,0,
10,37.52081,126.893231,2.5,
11,37.52081,126.893231,2,
12,37.52081,126.893231,1.5,
13,37.52081,126.893231,1,
14,37.52081,126.893231,0.5,
15,37.52081,126.893231,0,
16,37.52653,126.903991,0,
17,37.53225,126.914951,5,
18,37.53225,126.914951,4.5,
19,37.53225,126.914951,4,
20,37.53225,126.914951,3.5,
21,37.53225,126.914951,3,
22,37.53225,126.914951,2.5,
23,37.53225,126.914951,2,
24,37.53225,126.914951,1.5,
25,37.53225,126.914951,1,
26,37.53225,126.914951,0.5,
27,37.53225,126.914951,0,
28,37.511191,126.916973,0,
29,37.538322,126.892554,0,
30,37.524092,126.895859,0,
31,37.53225,126.914951,2.5,
32,37.53225,126.914951,2,
33,37.53225,126.914951,1.5,
34,37.53225,126.914951,1,
35,37.53225,126.914951,0.5,
36,37.53225,126.914951,0,
37,37.52723,126.914951,0,
38,37.52191,126.914951,12.5,
39,37.52191,126.914951,12,
40,37.52191,126.903971,11.5,
41,37.52191,126.893151,11,
42,37.52191,126.893151,10.5,
43,37.52191,126.893151,10,
44,37.52191,126.893151,9.5,
45,37.52191,126.893151,9,
46,37.52191,126.893151,8.5,
47,37.52191,126.893151,8,
48,37.52191,126.893151,7.5,
1,37.52191,126.893151,7,
2,37.52191,126.893151,6.5,
3,37.52191,126.893151,6,
4,37.52191,126.893151,5.5,
5,37.52191,126.893151,5,
6,37.52191,126.893151,4.5,
7,37.52191,126.893151,4,
8,37.52191,126.893151,3.5,
9,37.52191,126.893151,3,
10,37.52191,126.893151,2.5,
11,37.52191,126.893151,2,
12,37.52191,126.893151,1.5,
13,37.52191,126.893151,1,
14,37.52191,126.893151,0.5,
15,37.52191,126.893151,0,
16,37.52613,126.904121,0,
17,37.53095,126.914921,9.5,
18,37.53095,126.914921,9,
19,37.53095,126.914921,8.5,
20,37.53095,126.914921,8,
21,37.53095,126.914921,7.5,
22,37.53095,126.914921,7,
23,37.53095,126.914921,6.5,
24,37.53095,126.914921,6,
25,37.53095,126.914921,5.5,
26,37.53095,126.914921,5,
27,37.53095,126.914921,4.5,
28,37.53095,126.914921,4,
29,37.53095,126.914921,3.5,
30,37.53095,126.914921,3,
31,37.53095,126.914921,2.5,
32,37.53095,126.914921,2,
33,37.53095,126.914921,1.5,
34,37.53095,126.914921,1,
35,37.53095,126.914921,0.5,
36,37.53095,126.914921,0,
37,37.52603,126.914921,0,
38,37.52161,126.914921,12.5,
39,37.52161,126.914921,12,
40,37.52161,126.903931,11.5,
41,37.52161,126.893071,11,
42,37.52161,126.893071,10.5,
43,37.52161,126.893071,10,
44,37.52161,126.893071,9.5,
45,37.52161,126.893071,9,
46,37.52161,126.893071,8.5,
47,37.52161,126.893071,8,
48,37.52161,126.893071,7.5,
1,37.52161,126.893071,7,
2,37.52161,126.893071,6.5,
3,37.52161,126.893071,6,
4,37.52161,126.893071,5.5,
5,37.52161,126.893071,5,
6,37.52161,126.893071,4.5,
7,37.52161,126.893071,4,
8,37.52161,126.893071,3.5,
9,37.52161,126.893071,3,
10,37.52161,126.893071,2.5,
11,37.52161,126.893071,2,
12,37.52161,126.893071,1.5,
13,37.52161,126.893071,1,
14,37.52161,126.893071,0.5,
15,37.52161,126.893071,0,
16,37.52593,126.904011,0,
17,37.53145,126.914891,6.5,
18,37.53145,126.914891,6,
19,37.53145,126.914891,5.5,
20,37.53145,126.914891,5,
21,37.53145,126.914891,4.5,
22,37.53145,126.914891,4,
23,37.53145,126.914891,3.5,
24,37.53145,126.914891,3,
25,37.53145,126.914891,2.5,
26,37.53145,126.914891,2,
27,37.53145,126.914891,1.5,
28,37.53145,126.914891,1,
29,37.53145,126.914891,0.5,
30,37.53145,126.914891,0,
31,37.505225,126.921952,0,
32,37.53145,126.914891,2,
33,37.53145,126.914891,1.5,
34,37.53145,126.914891,1,
35,37.53145,126.914891,0.5,
36,37.53145,126.914891,0,
37,37.52613,126.914891,0,
38,37.52111,126.914891,12.5,
39,37.52111,126.914891,12,
40,37.52111,126.903991,11.5,
41,37.52111,126.893171,11,
42,37.52111,126.893171,10.5,
43,37.52111,126.893171,10,
44,37.52111,126.893171,9.5,
45,37.52111,126.893171,9,
46,37.52111,126.893171,8.5,
47,37.52111,126.893171,8,
48,37.52111,126.893171,7.5,
1,37.52111,126.893171,7,
2,37.52111,126.893171,6.5,
3,37.52111,126.893171,6,
4,37.52111,126.893171,5.5,
5,37.52111,126.893171,5,
6,37.52111,126.893171,4.5,
7,37.52111,126.893171,4,
8,37.52111,126.893171,3.5,
9,37.52111,126.893171,3,
10,37.52111,126.893171,2.5,
11,37.52111,126.893171,2,
12,37.52111,126.893171,1.5,
13,37.52111,126.893171,1,
14,37.52111,126.893171,0.5,
15,37.52111,126.893171,0,
16,37.52633,126.904011,0,
17,37.53255,126.914971,9.5,
18,37.53255,126.914971,9,
19,37.53255,126.914971,8.5,
20,37.53255,126.914971,8,
21,37.53255,126.914971,7.5,
22,37.53255,126.914971,7,
23,37.53255,126.914971,6.5,
24,37.53255,126.914971,6,
25,37.53255,126.914971,5.5,
26,37.53255,126.914971,5,
27,37.53255,126.914971,4.5,
28,37.53255,126.914971,4,
29,37.53255,126.914971,3.5,
30,37.53255,126.914971,3,
31,37.53255,126.914971,2.5,
32,37.53255,126.914971,2,
33,37.53255,126.914971,1.5,
34,37.53255,126.914971,1,
35,37.53255,126.914971,0.5,
36,37.53255,126.914971,0,
37,37.52683,126.914971,0,
38,37.52101,126.914971,10.5,
39,37.52101,126.914971,10,
40,37.52101,126.904081,9.5,
41,37.52101,126.893071,9,
42,37.52101,126.893071,8.5,
43,37.52101,126.893071,8,
44,37.52101,126.893071,7.5,
45,37.52101,126.893071,7,
46,37.52101,126.893071,6.5,
47,37.52101,126.893071,6,
48,37.52101,126.893071,5.5,
1,37.52101,126.893071,5,
2,37.52101,126.893071,4.5,
3,37.52101,126.893071,4,
4,37.52101,126.893071,3.5,
5,37.52101,126.893071,3,
6,37.52101,126.893071,2.5,
7,37.52101,126.893071,2,
8,37.52101,126.893071,1.5,
9,37.52101,126.893071,1,
10,37.52101,126.893071,0.5,
11,37.52101,126.893071,0,
12,37.515288,126.910475,0,
13,37.52101,126.893071,1,
14,37.52101,126.893071,0.5,
15,37.52101,126.893071,0,
16,37.52683,126.903941,0,
17,37.53175,126.914931,9.5,
18,37.53175,126.914931,9,
19,37.53175,126.914931,8.5,
20,37.53175,126.914931,8,
21,37.53175,126.914931,7.5,
22,37.53175,126.914931,7,
23,37.53175,126.914931,6.5,
24,37.53175,126.914931,6,
25,37.53175,126.914931,5.5,
26,37.53175,126.914931,5,
27,37.53175,126.914931,4.5,
28,37.53175,126.914931,4,
29,37.53175,126.914931,3.5,
30,37.53175,126.914931,3,
31,37.53175,126.914931,2.5,
32,37.53175,126.914931,2,
33,37.53175,126.914931,1.5,
34,37.53175,126.914931,1,
35,37.53175,126.914931,0.5,
36,37.53175,126.914931,0,
37,37.52743,126.914931,0,
38,37.52161,126.914931,12.5,
39,37.52161,126.914931,12,
40,37.52161,126.904041,11.5,
41,37.52161,126.893131,11,
42,37.52161,126.893131,10.5,
43,37.52161,126.893131,10,
44,37.52161,126.893131,9.5,
45,37.52161,126.893131,9,
46,37.52161,126.893131,8.5,
47,37.52161,126.893131,8,
48,37.52161,126.893131,7.5,
1,37.52161,126.893131,7,
2,37.52161,126.893131,6.5,
3,37.52161,126.893131,6,
4,37.52161,126.893131,5.5,
5,37.52161,126.893131,5,
6,37.52161,126.893131,4.5,
7,37.52161,126.893131,4,
8,37.52161,126.893131,3.5,
9,37.52161,126.893131,3,
10,37.52161,126.893131,2.5,
11,37.52161,126.893131,2,
12,37.52161,126.893131,1.5,
13,37.52161,126.893131,1,
14,37.52161,126.893131,0.5,
15,37.52161,126.893131,0,
16,37.52563,126.904071,0,
17,37.53105,126.914841,9.5,
18,37.53105,126.914841,9,
19,37.53105,126.914841,8.5,
20,37.53105,126.914841,8,
21,37.53105,126.914841,7.5,
22,37.53105,126.914841,7,
23,37.53105,126.914841,6.5,
24,37.53105,126.914841,6,
25,37.53105,126.914841,5.5,
26,37.53105,126.914841,5,
27,37.53105,126.914841,4.5,
28,37.53105,126.914841,4,
29,37.53105,126.914841,3.5,
30,37.53105,126.914841,3,
31,37.53105,126.914841,2.5,
32,37.53105,126.914841,2,
33,37.53105,126.914841,1.5,
34,37.53105,126.914841,1,
35,37.53105,126.914841,0.5,
36,37.53105,126.914841,0,
37,37.52673,126.914841,0,
38,37.52191,126.914841,12.5,
39,37.52191,126.914841,12,
40,37.52191,126.904131,11.5,
41,37.52191,126.893121,11,
42,37.52191,126.893121,10.5,
43,37.52191,126.893121,10,
44,37.52191,126.893121,9.5,
45,37.52191,126.893121,9,
46,37.52191,126.893121,8.5,
47,37.52191,126.893121,8,
48,37.52191,126.893121,7.5,
1,37.52191,126.893121,7,
2,37.52191,126.893121,6.5,
3,37.52191,126.893121,6,
4,37.52191,126.893121,5.5,
5,37.52191,126.893121,5,
6,37.52191,126.893121,4.5,
7,37.52191,126.893121,4,
8,37.52191,126.893121,3.5,
9,37.52191,126.893121,3,
10,37.52191,126.893121,2.5,
11,37.52191,126.893121,2,
12,37.52191,126.893121,1.5,
13,37.52191,126.893121,1,
14,37.52191,126.893121,0.5,
15,37.52191,126.893121,0,
16,37.52713,126.904001,0,
17,37.53275,126.914901,9.5,
18,37.53275,126.914901,9,
19,37.53275,126.914901,8.5,
20,37.53275,126.914901,8,
21,37.53275,126.914901,7.5,
22,37.53275,126.914901,7,
23,37.53275,126.914901,6.5,
24,37.53275,126.914901,6,
25,37.53275,126.914901,5.5,
26,37.53275,126.914901,5,
27,37.53275,126.914901,4.5,
28,37.53275,126.914901,4,
29,37.53275,126.914901,3.5,
30,37.53275,126.914901,3,
31,37.53275,126.914901,2.5,
32,37.53275,126.914901,2,
33,37.53275,126.914901,1.5,
34,37.53275,126.914901,1,
35,37.53275,126.914901,0.5,
36,37.53275,126.914901,0,
37,37.52543,126.914901,0,
38,37.52011,126.914901,12.5,
39,37.52011,126.914901,12,
40,37.52011,126.903941,11.5,
41,37.52011,126.893231,11,
42,37.52011,126.893231,10.5,
43,37.52011,126.893231,10,
44,37.52011,126.893231,9.5,
45,37.52011,126.893231,9,
46,37.52011,126.893231,8.5,
47,37.52011,126.893231,8,
48,37.52011,126.893231,7.5,
1,37.52011,126.893231,7,
2,37.52011,126.893231,6.5,
3,37.52011,126.893231,6,
4,37.52011,126.893231,5.5,
5,37.52011,126.893231,5,
6,37.52011,126.893231,4.5,
7,37.52011,126.893231,4,
8,37.52011,126.893231,3.5,
9,37.52011,126.893231,3,
10,37.52011,126.893231,2.5,
11,37.52011,126.893231,2,
12,37.52011,126.893231,1.5,
13,37.52011,126.893231,1,
14,37.52011,126.893231,0.5,
15,37.52011,126.893231,0,
16,37.52543,126.904081,0,
17,37.53095,126.914871,9.5,
18,37.53095,126.914871,9,
19,37.53095,126.914871,8.5,
20,37.53095,126.914871,8,
21,37.53095,126.914871,7.5,
22,37.53095,126.914871,7,
23,37.53095,126.914871,6.5,
24,37.53095,126.914871,6,
25,37.53095,126.914871,5.5,
26,37.53095,126.914871,5,
27,37.53095,126.914871,4.5,
28,37.53095,126.914871,4,
29,37.53095,126.914871,3.5,
30,37.53095,126.914871,3,
31,37.53095,126.914871,2.5,
32,37.53095,126.914871,2,
33,37.53095,126.914871,1.5,
34,37.53095,126.914871,1,
35,37.53095,126.914871,0.5,
36,37.53095,126.914871,0,
37,37.52573,126.914871,0,
38,37.52021,126.914871,12.5,
39,37.52021,126.914871,12,
40,37.52021,126.904121,11.5,
41,37.52021,126.893221,11,
42,37.52021,126.893221,10.5,
43,37.52021,126.893221,10,
44,37.52021,126.893221,9.5,
45,37.52021,126.893221,9,
46,37.52021,126.893221,8.5,
47,37.52021,126.893221,8,
48,37.52021,126.893221,7.5,
1,37.52021,126.893221,7,
2,37.52021,126.893221,6.5,
3,37.52021,126.893221,6,
4,37.52021,126.893221,5.5,
5,37.52021,126.893221,5,
6,37.52021,126.893221,4.5,
7,37.52021,126.893221,4,
8,37.52021,126.893221,3.5,
9,37.52021,126.893221,3,
10,37.52021,126.893221,2.5,
11,37.52021,126.893221,2,
12,37.52021,126.893221,1.5,
13,37.52021,126.893221,1,
14,37.52021,126.893221,0.5,
15,37.52021,126.893221,0,
16,37.52713,126.903991,0,
17,37.53215,126.914881,9.5,
18,37.53215,126.914881,9,
19,37.53215,126.914881,8.5,
20,37.53215,126.914881,8,
21,37.53215,126.914881,7.5,
22,37.53215,126.914881,7,
23,37.53215,126.914881,6.5,
24,37.53215,126.914881,6,
25,37.53215,126.914881,5.5,
26,37.53215,126.914881,5,
27,37.53215,126.914881,4.5,
28,37.53215,126.914881,4,
29,37.53215,126.914881,3.5,
30,37.53215,126.914881,3,
31,37.53215,126.914881,2.5,
32,37.53215,126.914881,2,
33,37.53215,126.914881,1.5,
34,37.53215,126.914881,1,
35,37.53215,126.914881,0.5,
36,37.53215,126.914881,0,
37,37.52633,126.914881,0,
38,37.52111,126.914881,12.5,
39,37.52111,126.914881,12,
40,37.52111,126.903971,11.5,
41,37.52111,126.893091,11,
42,37.52111,126.893091,10.5,
43,37.52111,126.893091,10,
44,37.52111,126.893091,9.5,
45,37.52111,126.893091,9,
46,37.52111,126.893091,8.5,
47,37.52111,126.893091,8,
48,37.52111,126.893091,7.5,
1,37.52111,126.893091,7,
2,37.52111,126.893091,6.5,
3,37.52111,126.893091,6,
4,37.52111,126.893091,5.5,
5,37.52111,126.893091,5,
6,37.52111,126.893091,4.5,
7,37.52111,126.893091,4,
8,37.52111,126.893091,3.5,
9,37.52111,126.893091,3,
10,37.52111,126.893091,2.5,
11,37.52111,126.893091,2,
12,37.52111,126.893091,1.5,
13,37.52111,126.893091,1,
14,37.52111,126.893091,0.5,
15,37.52111,126.893091,0,
16,37.52723,126.904021,0,
17,37.53195,126.915021,9.5,
18,37.53195,126.915021,9,
19,37.53195,126.915021,8.5,
20,37.53195,126.915021,8,
21,37.53195,126.915021,7.5,
22,37.53195,126.915021,7,
23,37.53195,126.915021,6.5,
24,37.53195,126.915021,6,
25,37.53195,126.915021,5.5,
26,37.53195,126.915021,5,
27,37.53195,126.915021,4.5,
28,37.53195,126.915021,4,
29,37.53195,126.915021,3.5,
30,37.53195,126.915021,3,
31,37.53195,126.915021,2.5,
32,37.53195,126.915021,2,
33,37.53195,126.915021,1.5,
34,37.53195,126.915021,1,
35,37.53195,126.915021,0.5,
36,37.53195,126.915021,0,
37,37.52623,126.915021,0,
38,37.52151,126.915021,12.5,
39,37.52151,126.915021,12,
40,37.52151,126.903981,11.5,
41,37.52151,126.893231,11,
42,37.52151,126.893231,10.5,
43,37.52151,126.893231,10,
44,37.52151,126.893231,9.5,
45,37.52151,126.893231,9,
46,37.52151,126.893231,8.5,
47,37.52151,126.893231,8,
48,37.52151,126.893231,7.5,
1,37.52151,126.893231,7,
2,37.52151,126.893231,6.5,
3,37.52151,126.893231,6,
4,37.52151,126.893231,5.5,
5,37.52151,126.893231,5,
6,37.52151,126.893231,4.5,
7,37.52151,126.893231,4,
8,37.52151,126.893231,3.5,
9,37.52151,126.893231,3,
10,37.52151,126.893231,2.5,
11,37.52151,126.893231,2,
12,37.52151,126.893231,1.5,
13,37.52151,126.893231,1,
14,37.52151,126.893231,0.5,
15,37.52151,126.893231,0,
16,37.52583,126.903931,0,
17,37.53175,126.915011,9.5,
18,37.53175,126.915011,9,
19,37.53175,126.915011,8.5,
20,37.53175,126.915011,8,
21,37.53175,126.915011,7.5,
22,37.53175,126.915011,7,
23,37.53175,126.915011,6.5,
24,37.53175,126.915011,6,
25,37.53175,126.915011,5.5,
26,37.53175,126.915011,5,
27,37.53175,126.915011,4.5,
28,37.53175,126.915011,4,
29,37.53175,126.915011,3.5,
30,37.53175,126.915011,3,
31,37.53175,126.915011,2.5,
32,37.53175,126.915011,2,
33,37.53175,126.915011,1.5,
34,37.53175,126.915011,1,
35,37.53175,126.915011,0.5,
36,37.53175,126.915011,0,
37,37.52543,126.915011,0,
38,37.52091,126.915011,12.5,
39,37.52091,126.915011,12,
40,37.52091,126.904011,11.5,
41,37.52091,126.893171,11,
42,37.52091,126.893171,10.5,
43,37.52091,126.893171,10,
44,37.52091,126.893171,9.5,
45,37.52091,126.893171,9,
46,37.52091,126.893171,8.5,
47,37.52091,126.893171,8,
48,37.52091,126.893171,7.5,
1,37.52091,126.893171,7,
2,37.52091,126.893171,6.5,
3,37.52091,126.893171,6,
4,37.52091,126.893171,5.5,
5,37.52091,126.893171,5,
6,37.52091,126.893171,4.5,
7,37.52091,126.893171,4,
8,37.52091,126.893171,3.5,
9,37.52091,126.893171,3,
10,37.52091,126.893171,2.5,
11,37.52091,126.893171,2,
12,37.52091,126.893171,1.5,
13,37.52091,126.893171,1,
14,37.52091,126.893171,0.5,
15,37.52091,126.893171,0,
16,37.52563,126.903941,0,
17,37.53265,126.914961,9.5,
18,37.53265,126.914961,9,
19,37.53265,126.914961,8.5,
20,37.53265,126.914961,8,
21,37.53265,126.914961,7.5,
22,37.53265,126.914961,7,
23,37.53265,126.914961,6.5,
24,37.53265,126.914961,6,
25,37.53265,126.914961,5.5,
26,37.53265,126.914961,5,
27,37.53265,126.914961,4.5,
28,37.53265,126.914961,4,
29,37.53265,126.914961,3.5,
30,37.53265,126.914961,3,
31,37.53265,126.914961,2.5,
32,37.53265,126.914961,2,
33,37.53265,126.914961,1.5,
34,37.53265,126.914961,1,
35,37.53265,126.914961,0.5,
36,37.53265,126.914961,0,
37,37.52723,126.914961,0,
38,37.52011,126.914961,12.5,
39,37.52011,126.914961,12,
40,37.52011,126.904091,11.5,
41,37.52011,126.893071,11,
42,37.52011,126.893071,10.5,
43,37.52011,126.893071,10,
44,37.52011,126.893071,9.5,
45,37.52011,126.893071,9,
46,37.52011,126.893071,8.5,
47,37.52011,126.893071,8,
48,37.52011,126.893071,7.5,
1,37.52011,126.893071,7,
2,37.52011,126.893071,6.5,
3,37.52011,126.893071,6,
4,37.52011,126.893071,5.5,
5,37.52011,126.893071,5,
6,37.52011,126.893071,4.5,
7,37.52011,126.893071,4,
8,37.52011,126.893071,3.5,
9,37.52011,126.893071,3,
10,37.52011,126.893071,2.5,
11,37.52011,126.893071,2,
12,37.52011,126.893071,1.5,
13,37.52011,126.893071,1,
14,37.52011,126.893071,0.5,
15,37.52011,126.893071,0,
16,37.52713,126.904131,0,
17,37.53205,126.914851,9.5,
18,37.53205,126.914851,9,
19,37.53205,126.914851,8.5,
20,37.53205,126.914851,8,
21,37.53205,126.914851,7.5,
22,37.53205,126.914851,7,
23,37.53205,126.914851,6.5,
24,37.53205,126.914851,6,
25,37.53205,126.914851,5.5,
26,37.53205,126.914851,5,
27,37.53205,126.914851,4.5,
28,37.53205,126.914851,4,
29,37.53205,126.914851,3.5,
30,37.53205,126.914851,3,
31,37.53205,126.914851,2.5,
32,37.53205,126.914851,2,
33,37.53205,126.914851,1.5,
34,37.53205,126.914851,1,
35,37.53205,126.914851,0.5,
36,37.53205,126.914851,0,
37,37.52733,126.914851,0,
38,37.52161,126.914851,4.5,
39,37.52161,126.914851,4,
40,37.52161,126.903951,3.5,
41,37.52161,126.893041,3,
42,37.52161,126.893041,2.5,
